Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SaleCondition,SalePrice
NAmes,1.5Unf,5,1949,2003,GasA,Y,893,0,893,1,2,1,4,0,576,Normal,135000
NAmes,1Story,5,1956,1956,GasA,Y,1048,0,1048,1,3,1,6,0,286,Normal,135000
NWAmes,2Story,6,1968,1968,GasA,Y,829,727,1556,1,4,1,8,0,441,Normal,154000
Edwards,1.5Fin,5,1948,1950,GasA,Y,1002,454,1456,1,4,1,7,1,280,Normal,91500
Edwards,2Story,6,1977,1977,GasA,Y,698,728,1426,1,3,1,6,0,440,Normal,159500
CollgCr,1Story,7,2006,2006,GasA,Y,1240,0,1240,2,2,1,5,0,826,Normal,194000
Crawfor,2Story,7,1940,1984,GasA,Y,960,780,1740,1,3,1,6,2,240,Normal,219500
OldTown,1.5Fin,5,1936,1989,GasA,Y,1096,370,1466,2,3,1,7,1,566,Normal,170000
NAmes,1Story,5,1969,1969,GasA,Y,1096,0,1096,1,3,1,6,0,299,Abnorml,138800
CollgCr,1Story,6,2004,2004,GasA,Y,848,0,848,1,1,1,3,1,420,Normal,155900
CollgCr,1Story,5,1994,1994,GasA,Y,990,0,990,1,3,1,5,0,299,Normal,126000
NWAmes,1Story,6,1971,2004,GasA,Y,1258,0,1258,2,3,1,5,0,528,Abnorml,145000
Sawyer,1Story,5,1963,1963,GasA,Y,1040,0,1040,1,3,1,5,0,308,Normal,133000
CollgCr,1Story,7,2002,2002,GasA,Y,1459,0,1459,2,3,1,6,1,527,Normal,192000
NAmes,1Story,6,1964,1964,GasA,Y,1251,0,1251,1,3,1,6,2,461,Normal,160000
Gilbert,2Story,6,1995,1996,GasA,Y,691,807,1498,2,3,1,6,1,409,Normal,187500
SawyerW,SFoyer,6,1992,1992,GasA,Y,996,0,996,1,2,1,5,0,564,Normal,147000
MeadowV,2Story,4,1973,1973,GasA,Y,546,546,1092,1,3,1,6,0,286,Normal,83500
Somerst,2Story,8,2005,2006,GasA,Y,1082,871,1953,2,3,1,9,1,1043,Normal,252000
Edwards,2Story,7,2004,2004,GasA,Y,970,739,1709,2,3,1,7,0,380,Normal,137500
Somerst,1Story,8,2005,2005,GasA,Y,1247,0,1247,1,1,1,4,1,550,Normal,197000
NAmes,1Story,3,1950,1950,Wall,N,1040,0,1040,2,2,2,6,0,400,Normal,92900
Somerst,2Story,7,1999,2000,GasA,Y,624,628,1252,2,2,1,4,0,462,Normal,160000
SWISU,1.5Fin,6,1925,1950,GasA,Y,1390,304,1694,2,4,1,7,1,576,Normal,136500
NAmes,1Story,5,1965,1998,GasA,Y,1200,0,1200,1,1,1,6,0,884,Normal,146000
NAmes,1Story,5,1956,2000,GasA,Y,936,0,936,1,2,1,4,0,308,Normal,129000
CollgCr,1Story,6,2006,2006,GasA,Y,1314,0,1314,2,3,1,6,1,440,Normal,176432
IDOTRR,2Story,6,1914,2006,GasA,Y,773,582,1355,1,3,1,7,0,0,Normal,127000
StoneBr,1Story,8,1986,1986,GasA,Y,1088,0,1088,1,2,1,5,0,461,Normal,170000
BrkSide,1.5Fin,4,1936,1950,GasA,Y,757,567,1324,1,3,1,6,0,240,Normal,128000
NWAmes,1Story,7,1978,1978,GasA,Y,1601,0,1601,2,3,1,7,1,478,Abnorml,157000
SWISU,1Story,2,1920,1950,GasA,N,438,0,438,1,1,1,3,0,246,Normal,60000
NAmes,1Story,5,1971,1971,GasA,Y,950,0,950,1,3,1,5,0,280,Normal,119500
NAmes,1Story,5,1960,2002,GasA,Y,1134,0,1134,1,2,1,6,0,254,Family,135000
NAmes,1Story,6,1959,1959,GasA,Y,1194,0,1194,1,3,1,6,1,539,Normal,159500
BrDale,2Story,5,1970,1970,GasA,Y,630,672,1302,2,3,1,6,0,440,Normal,106000
NoRidge,2Story,8,1994,1995,GasA,Y,1500,1122,2622,2,3,1,9,2,712,Normal,325000
SawyerW,1Story,7,1990,1991,GasA,Y,1442,0,1442,2,3,1,6,1,719,Normal,179900
Gilbert,2Story,7,2006,2006,GasA,Y,887,1134,2021,2,3,1,9,1,422,Partial,274725
Gilbert,2Story,6,2000,2000,GasA,Y,948,742,1690,2,3,1,7,1,463,Abnorml,181000
NridgHt,1Story,8,2004,2005,GasA,Y,1836,0,1836,2,3,1,7,1,862,Normal,280000
Gilbert,2Story,6,1995,1996,GasA,Y,773,885,1658,2,3,1,8,1,431,Normal,188000
NWAmes,2Story,7,1976,1976,GasA,Y,1098,866,1964,2,4,1,8,1,483,Normal,205000
NAmes,1Story,5,1957,1957,GasA,Y,816,0,816,1,2,1,5,0,308,Normal,129900
NAmes,1Story,5,1953,2006,GasA,Y,1008,0,1008,1,2,1,6,0,240,Normal,134500
OldTown,1Story,5,1954,2000,GasA,Y,833,0,833,1,2,1,4,0,326,Normal,117000
NridgHt,1Story,8,2007,2007,GasA,Y,1734,0,1734,2,3,1,7,1,928,Partial,318000
Gilbert,SLvl,8,2002,2002,GasA,Y,779,640,1419,2,3,1,7,1,527,Normal,184100
Sawyer,1Story,5,1967,2003,GasA,Y,894,0,894,1,3,1,5,0,450,Normal,130000
Sawyer,SLvl,5,1958,1987,GasA,Y,1021,580,1601,1,3,1,6,0,300,Normal,140000
NAmes,1Story,5,1959,1959,GasA,Y,1040,0,1040,1,3,1,6,0,286,Normal,133700
IDOTRR,1Story,6,1920,1950,GasA,Y,1012,0,1012,1,2,1,6,1,308,Normal,118400
CollgCr,1Story,7,2005,2006,GasA,Y,1552,0,1552,2,3,1,7,0,782,Partial,212900
Edwards,1Story,4,1956,1956,GasA,Y,960,0,960,1,3,1,5,0,288,Abnorml,112000
Edwards,1Story,5,1947,2008,GasA,Y,698,0,698,1,2,1,4,0,0,Normal,118000
Gilbert,SLvl,7,1992,1992,GasA,Y,812,670,1482,2,3,1,7,1,392,Normal,163900
NAmes,1Story,4,1955,1955,GasA,Y,1005,0,1005,1,2,1,5,1,672,Normal,115000
Blmngtn,1Story,7,2007,2007,GasA,Y,1555,0,1555,2,2,1,7,1,660,Normal,174000
Gilbert,1Story,7,2004,2004,GasA,Y,1530,0,1530,2,3,1,7,1,630,Family,259000
Gilbert,2Story,7,2004,2005,GasA,Y,847,1112,1959,2,4,1,8,1,434,Normal,215000
OldTown,SFoyer,5,1980,1980,GasA,Y,936,0,936,1,2,1,4,0,672,Normal,140000
SWISU,1.5Fin,4,1928,1950,GasA,Y,1328,653,1981,2,4,1,7,2,576,Normal,135000
Mitchel,1Story,5,1991,1992,GasA,Y,974,0,974,1,3,1,5,0,0,Abnorml,93500
OldTown,2Story,6,1880,1950,GasW,Y,1178,1032,2210,2,5,1,8,0,205,Normal,117500
SawyerW,2Story,8,1995,1995,GasA,Y,1142,878,2020,2,3,1,8,1,466,Normal,239500
Gilbert,2Story,6,1997,1997,GasA,Y,916,684,1600,2,3,1,7,1,460,Normal,169000
BrkSide,1Story,6,1926,1950,GasA,N,986,0,986,1,2,1,5,1,180,Normal,102000
NAmes,1.5Fin,6,1950,1950,GasA,Y,1032,220,1252,1,3,1,6,0,288,Abnorml,119000
Sawyer,1.5Fin,5,1875,1996,GasA,N,780,240,1020,1,2,1,6,0,0,Normal,94000
Mitchel,1Story,6,1977,1977,GasA,Y,1567,0,1567,2,2,1,5,2,714,Normal,196000
BrkSide,1Story,5,1920,1950,GasA,Y,1167,0,1167,1,3,1,6,1,495,Normal,144000
NAmes,1Story,5,1951,1951,GasA,Y,952,0,952,1,2,1,4,0,840,Abnorml,139000
NWAmes,2Story,5,1976,1976,GasA,Y,1088,780,1868,2,4,1,9,1,484,Normal,197500
CollgCr,2Story,8,2006,2007,GasA,Y,1466,1362,2828,3,4,1,11,1,1052,Partial,424870
Sawyer,1Story,5,1959,1959,GasA,Y,1006,0,1006,1,3,1,5,0,0,Normal,80000
Edwards,1.5Fin,4,1941,1950,Grav,N,672,252,924,1,2,1,5,0,280,Normal,80000
BrkSide,1.5Fin,5,1928,1950,GasA,Y,1042,534,1576,1,3,1,8,1,225,Family,149000
SawyerW,1Story,6,1985,1985,GasA,Y,1298,0,1298,2,3,1,5,1,403,Normal,180000
Crawfor,2Story,7,1941,1950,GasA,Y,860,704,1564,1,3,1,7,1,234,Normal,174500
OldTown,1.5Fin,7,1926,1950,GasA,Y,572,539,1111,1,2,1,5,1,288,Normal,116900
OldTown,2Story,7,1920,1988,GasA,Y,832,650,1482,1,3,1,7,0,324,Normal,143000
NAmes,1Story,6,1950,1950,GasA,Y,932,0,932,1,2,1,4,1,306,Normal,124000
Edwards,1Story,5,1959,1959,GasA,Y,1466,0,1466,1,3,1,6,2,528,Normal,149900
Crawfor,1Story,6,1956,2004,GasA,Y,1811,0,1811,1,2,1,6,1,470,Abnorml,230000
IDOTRR,1Story,6,1930,2007,GasA,Y,816,0,816,1,2,1,5,0,432,Normal,120500
NAmes,2Story,7,1965,1988,GasA,Y,902,918,1820,1,4,1,8,2,492,Normal,201800
Veenker,1Story,5,1976,2004,GasA,Y,1437,0,1437,2,3,1,6,1,528,Normal,218000
NAmes,SLvl,5,1965,1999,GasA,Y,1265,0,1265,2,3,1,6,1,502,Normal,179900
NridgHt,1Story,7,2007,2008,GasA,Y,1314,0,1314,2,2,1,6,1,626,Normal,230000
Somerst,1Story,8,2007,2008,GasA,Y,1580,0,1580,2,3,1,7,0,830,Partial,235128
NWAmes,2Story,6,1974,1974,GasA,Y,943,933,1876,2,4,1,8,1,540,Normal,185000
NPkVill,2Story,6,1978,1978,GasA,Y,855,601,1456,2,3,1,7,1,440,Normal,146000
Crawfor,1Story,6,1954,2006,GasA,Y,1640,0,1640,1,3,1,7,1,924,Normal,224000
Sawyer,1Story,5,1968,1968,GasA,Y,894,0,894,1,3,1,5,1,450,Normal,129000
Sawyer,SFoyer,4,1969,1969,GasA,Y,1258,0,1258,0,0,2,6,0,400,Alloca,108959
Veenker,SLvl,5,1978,1978,GasA,Y,1432,0,1432,1,2,1,5,1,588,Normal,194000
NridgHt,1Story,7,2009,2009,GasA,Y,1502,0,1502,2,3,1,7,0,644,Partial,233170
CollgCr,1Story,8,2008,2008,GasA,Y,1694,0,1694,2,3,1,7,0,776,Normal,245350
Gilbert,2Story,6,2000,2000,GasA,Y,959,712,1671,2,3,1,7,1,472,Normal,173000
Edwards,2Story,6,1935,1986,GasA,Y,1236,872,2108,2,4,1,7,2,540,Normal,235000
NoRidge,2Story,10,1995,1996,GasA,Y,1831,1796,3627,3,4,1,10,1,807,Normal,625000
Mitchel,SLvl,6,1977,1977,GasA,Y,1118,0,1118,1,3,1,6,1,358,Normal,171000
NAmes,1Story,6,1958,1958,GasA,Y,1261,0,1261,1,3,1,6,1,433,Normal,163000
Somerst,2Story,7,2006,2007,GasA,Y,625,625,1250,2,2,1,5,0,625,Normal,171900
ClearCr,1.5Fin,5,1946,1994,GasA,Y,1636,971,3086,3,3,1,12,1,0,Normal,200500
Crawfor,2Story,6,1932,1950,GasA,Y,1170,1175,2345,2,4,1,9,1,360,Normal,239000
NoRidge,1.5Fin,8,1992,2000,GasA,Y,2129,743,2872,2,4,1,9,1,541,Normal,285000
Mitchel,1Story,5,1984,1985,GasA,Y,923,0,923,1,3,1,5,0,264,Normal,119500
OldTown,1.5Fin,6,1926,2004,GasA,Y,818,406,1224,1,3,1,5,0,210,Normal,115000
Crawfor,1.5Fin,5,1921,1950,GasA,Y,820,523,1343,1,3,1,7,1,186,Normal,154900
Edwards,1Story,5,1954,1954,GasA,Y,1124,0,1124,1,3,1,5,1,0,Normal,93000
Timber,2Story,7,1990,1991,GasA,Y,1298,1216,2514,2,4,1,8,0,693,Normal,250000
Crawfor,1Story,8,2008,2008,GasA,Y,1652,0,1652,2,2,1,5,1,482,Partial,392500
NoRidge,2Story,10,1996,1996,GasA,Y,2411,2065,4476,3,4,1,10,2,813,Abnorml,745000
OldTown,1Story,5,1920,1950,GasA,Y,1130,0,1130,1,2,1,5,1,720,Normal,120000
Timber,1Story,5,1963,1963,GasA,Y,1572,0,1572,1,3,1,5,2,995,Normal,186700
Edwards,1.5Fin,5,1924,1950,GasA,Y,949,272,1221,1,4,1,7,0,392,Normal,104900
OldTown,2Story,3,1900,1970,GasA,Y,1014,685,1699,2,3,2,7,0,420,Abnorml,95000
NoRidge,1Story,8,1994,1995,GasA,Y,1624,0,1624,2,2,1,5,1,757,Normal,262000
CollgCr,2Story,7,2002,2002,GasA,Y,831,829,1660,2,3,1,7,0,493,Normal,195000
Gilbert,2Story,7,1999,1999,GasA,Y,1028,776,1804,2,3,1,7,1,442,Normal,189000
Mitchel,1Story,4,1961,1975,GasA,Y,1622,0,1622,1,3,1,7,1,1356,Normal,168000
Somerst,2Story,8,1999,2000,GasA,Y,764,677,1441,2,2,1,5,0,492,Normal,174000
OldTown,1.5Fin,5,1925,1994,GasA,Y,842,630,1472,1,3,1,6,0,250,Normal,125000
Mitchel,1Story,6,1999,1999,GasA,Y,1224,0,1224,2,2,1,5,0,402,Normal,165000
Sawyer,2Story,6,1969,1969,GasA,Y,663,689,1352,1,4,1,7,0,299,Normal,158000
Gilbert,2Story,6,2005,2005,GasA,Y,728,728,1456,2,3,1,8,0,400,Normal,176000
Gilbert,2Story,7,2006,2006,GasA,Y,879,984,1863,2,4,1,9,1,660,Partial,219210
OldTown,2.5Unf,7,1916,1950,GasA,Y,815,875,1690,1,3,1,7,1,225,Normal,144000
CollgCr,1Story,7,2001,2001,GasA,Y,1212,0,1212,2,3,1,6,0,573,Normal,178000
Sawyer,1Story,4,1963,1979,GasA,Y,1382,0,1382,1,3,1,6,1,459,Normal,148000
NAmes,1Story,4,1970,1970,GasA,Y,864,0,864,1,3,1,5,0,280,Abnorml,116050
CollgCr,2Story,7,1998,1998,GasA,Y,866,913,1779,2,3,1,6,0,546,Normal,197900
BrkSide,1.5Fin,5,1925,1997,GasA,Y,884,464,1348,1,3,1,5,1,216,Normal,117000
CollgCr,1Story,7,2000,2001,GasA,Y,1630,0,1630,2,3,1,6,1,451,Normal,213000
NWAmes,1Story,5,1975,1975,GasA,Y,1074,0,1074,1,3,1,6,0,495,Normal,153500
SawyerW,1Story,7,1990,1991,GasA,Y,2196,0,2196,2,3,1,7,1,701,Normal,271900
SawyerW,1Story,4,1966,1966,GasA,Y,1056,0,1056,1,2,1,5,0,384,Normal,107000
CollgCr,1Story,6,2003,2003,GasA,Y,1700,0,1700,2,3,1,7,0,544,Normal,200000
NAmes,1Story,5,1962,1980,GasA,Y,1283,0,1283,1,3,1,6,0,506,Normal,140000
Somerst,1Story,8,2006,2006,GasA,Y,1660,0,1660,2,3,1,8,1,500,Partial,290000
SawyerW,2Story,6,1992,1992,GasA,Y,1055,790,1845,2,3,1,8,1,462,Normal,189000
Gilbert,1.5Fin,8,1988,2005,GasA,Y,1080,672,1752,2,4,1,8,0,492,Normal,164000
Edwards,1Story,4,1941,1950,GasA,Y,672,0,672,1,2,1,4,0,234,Normal,113000
Sawyer,SLvl,4,1965,2001,GasA,Y,960,0,960,0,0,1,3,0,364,Normal,145000
NAmes,SFoyer,5,1962,1962,GasA,Y,999,0,999,1,3,1,6,0,300,Normal,134500
Sawyer,1Story,5,1966,1966,GasA,Y,894,0,894,1,3,1,5,0,384,Normal,125000
Sawyer,1.5Fin,6,1978,1978,GasA,Y,1318,584,1902,2,4,2,8,0,539,Normal,112000
Somerst,1Story,8,2009,2009,GasA,Y,1314,0,1314,2,3,1,6,0,552,Partial,229456
BrkSide,1.5Fin,4,1947,1950,GasA,N,672,240,912,1,2,1,3,0,0,Normal,80500
BrDale,2Story,6,1971,1971,GasA,Y,672,546,1218,1,3,1,7,0,0,Abnorml,91500
NAmes,1Story,5,1964,1964,GasA,Y,912,0,912,1,2,1,5,0,288,Abnorml,115000
Sawyer,1Story,5,1968,1968,GasA,Y,1211,0,1211,1,3,1,5,1,322,Normal,134000
NAmes,1.5Fin,6,1949,1950,GasA,Y,1168,678,1846,2,3,1,7,1,315,Normal,143000
NAmes,1Story,5,1951,1951,GasA,N,2136,0,2136,2,4,1,7,0,528,Normal,137900
Gilbert,2Story,7,2004,2005,GasA,Y,788,702,1490,2,3,1,8,1,388,Normal,184000
NAmes,SLvl,6,1958,1958,GasA,Y,1138,0,1138,1,3,1,6,0,264,Normal,145000
Somerst,2Story,6,2007,2007,GasA,Y,894,1039,1933,2,4,1,9,1,668,Normal,214000
NAmes,1Story,5,1965,2008,GasA,Y,912,0,912,1,2,1,5,0,576,Normal,147000
NridgHt,1Story,9,2008,2008,GasA,Y,1702,0,1702,1,1,1,7,1,1052,Partial,367294
NAmes,SLvl,5,1960,1960,GasA,Y,1507,0,1507,2,4,1,7,0,404,Normal,127000
Sawyer,1.5Fin,5,1977,1977,GasA,Y,1361,1259,2620,2,4,2,12,1,600,Normal,190000
NAmes,SLvl,5,1962,1962,GasA,Y,1190,0,1190,1,3,1,6,0,540,Normal,132500
NAmes,1Story,4,1962,1962,GasA,Y,1224,0,1224,2,2,2,6,0,462,Normal,101800
NAmes,1Story,5,1959,1959,GasA,Y,1188,0,1188,1,3,1,6,0,531,Abnorml,142000
SWISU,2Story,5,1911,1950,GasA,N,1024,940,1964,1,4,1,7,0,0,Abnorml,130000
Crawfor,2Story,5,1914,1950,GasA,Y,892,892,1784,1,4,1,9,0,180,Normal,138887
NridgHt,2Story,7,2003,2003,GasA,Y,764,862,1626,2,2,1,6,0,474,Normal,175500
CollgCr,2Story,7,2004,2005,GasA,Y,847,1101,1948,2,4,1,8,1,434,Normal,195000
SawyerW,1Story,6,2005,2005,GasA,Y,1141,0,1141,1,3,1,6,0,484,Abnorml,142500
Timber,1Story,8,2006,2006,GasA,Y,1484,0,1484,2,2,1,6,1,472,Normal,265900
CollgCr,2Story,7,2003,2003,GasA,Y,884,884,1768,2,3,1,8,0,543,Normal,224900
Somerst,1Story,7,2007,2007,GasA,Y,1689,0,1689,2,3,1,7,0,954,Partial,248328
NWAmes,SFoyer,7,1974,1974,GasA,Y,1173,0,1173,2,3,1,6,2,528,Family,170000
NridgHt,1Story,10,2006,2006,GasA,Y,2076,0,2076,2,2,1,7,1,850,Partial,465000
Crawfor,2Story,8,1929,1950,GasA,Y,792,725,1517,1,3,1,7,2,400,Normal,230000
NWAmes,SLvl,6,1984,2003,GasA,Y,1140,728,1868,3,3,1,7,1,477,Abnorml,178000
Somerst,2Story,7,2005,2006,GasA,Y,756,797,1553,2,3,1,6,0,615,Partial,186500
Mitchel,SLvl,6,1976,1976,GasA,Y,1034,0,1034,1,3,1,6,0,888,Normal,169900
OldTown,2.5Unf,6,1917,1950,OthW,N,1134,924,2058,1,3,1,8,1,396,Normal,129500
NAmes,1Story,5,1950,1950,GasA,Y,988,0,988,1,3,1,6,0,276,Normal,119000
NAmes,1Story,7,1968,1968,GasA,Y,2110,0,2110,2,3,1,8,2,522,Normal,244000
NridgHt,1Story,7,2003,2003,GasA,Y,1405,0,1405,2,2,1,6,1,478,Normal,171750
Mitchel,1Story,5,1968,1968,GasA,Y,874,0,874,1,3,1,5,0,288,Normal,130000
Veenker,2Story,7,1974,2003,GasA,Y,1516,651,2167,2,3,1,9,2,518,Normal,294000
Edwards,2Story,7,2003,2004,GasA,Y,760,896,1656,2,3,1,7,1,397,Normal,165400
BrkSide,1.5Fin,6,1931,1950,GasA,Y,959,408,1367,1,3,1,6,1,560,Normal,127500
NoRidge,1Story,8,1994,1994,GasA,Y,1987,0,1987,2,2,1,7,1,691,Normal,301500
Edwards,1Story,5,1922,1950,GasA,Y,864,0,864,1,2,1,4,0,0,Normal,99900
Gilbert,SLvl,7,2005,2005,GasA,Y,1166,0,1166,2,2,1,5,0,400,Normal,190000
NAmes,1Story,6,1969,1969,GasA,Y,1054,0,1054,1,3,1,6,0,460,Normal,151000
Gilbert,2Story,6,1999,1999,GasA,Y,892,783,1675,2,3,1,7,1,502,Normal,181000
NAmes,1Story,5,1956,1956,GasA,Y,1050,0,1050,1,2,1,5,0,338,Normal,128900
ClearCr,1.5Fin,4,1957,1989,GasA,Y,1104,684,1788,1,5,1,8,2,304,Normal,161500
BrkSide,2Story,6,1919,1950,GasA,Y,1060,764,1824,1,3,1,8,1,520,Normal,180500
NAmes,1Story,6,1998,1999,GasA,Y,1337,0,1337,2,2,1,5,0,511,Abnorml,181000
Somerst,2Story,7,1999,1999,GasA,Y,713,739,1452,2,3,1,6,0,506,Normal,183900
OldTown,2.5Unf,7,1910,1950,GasA,N,964,925,1889,1,4,2,9,1,308,Normal,122000
Timber,1Story,9,2008,2009,GasA,Y,2018,0,2018,2,3,1,10,1,746,Normal,378500
Crawfor,1.5Fin,8,1935,1997,GasA,Y,1968,1479,3447,3,4,1,11,2,1014,Normal,381000
NAmes,1.5Fin,5,1958,1958,GasW,Y,874,650,1524,1,3,1,7,0,315,Normal,144000
ClearCr,1Story,7,1979,1979,GasA,Y,1332,192,1524,0,0,1,4,1,586,Normal,260000
NWAmes,1Story,6,1968,1968,GasA,Y,1489,0,1489,2,3,1,7,1,462,Normal,185750
Sawyer,1Story,5,1965,1965,GasA,Y,935,0,935,1,3,1,5,0,288,Normal,137000
Edwards,SLvl,6,1959,2006,GasA,Y,1357,0,1357,1,2,1,5,1,312,Normal,177000
Crawfor,1.5Fin,5,1910,2003,GasA,Y,661,589,1250,2,3,1,8,1,552,Normal,139000
NAmes,2Story,5,1948,1950,GasA,Y,928,992,1920,2,4,2,10,0,400,Normal,137000
NWAmes,2Story,6,1972,1972,GasA,Y,735,660,1395,1,3,1,6,1,497,Normal,162000
NWAmes,SLvl,6,1967,1976,GasA,Y,1724,0,1724,1,3,1,7,1,480,Normal,197900
CollgCr,2Story,8,2002,2002,GasA,Y,1128,903,2031,2,3,1,7,1,577,Normal,237000
IDOTRR,1.5Fin,4,1920,1950,GasA,Y,698,430,1128,1,2,1,6,0,528,Abnorml,68400
CollgCr,1Story,7,2002,2002,GasA,Y,1573,0,1573,2,3,1,6,0,544,Normal,227000
Timber,1Story,7,1990,1990,GasA,Y,1339,0,1339,2,2,1,6,1,484,Normal,180000
CollgCr,1Story,5,1977,2008,GasA,Y,1040,0,1040,2,3,1,5,0,484,Normal,150500
Mitchel,2Story,6,1971,1971,GasA,Y,912,912,1824,2,4,2,8,0,0,Normal,139000
SWISU,1.5Fin,6,1919,1990,GasA,Y,1699,748,2447,2,4,1,10,1,336,Normal,169000
BrkSide,1.5Fin,6,1939,1950,GasA,Y,825,587,1412,1,4,1,6,1,280,Normal,132500
NWAmes,1Story,6,1963,1963,GasA,Y,1328,0,1328,1,3,1,6,2,528,Normal,143000
ClearCr,1Story,5,1964,1964,GasA,Y,1582,0,1582,2,4,1,7,0,390,Normal,190000
StoneBr,1Story,8,2000,2000,GasA,Y,1659,0,1659,2,2,1,5,1,499,Normal,278000
NridgHt,2Story,8,2006,2006,GasA,Y,1120,850,1970,2,3,1,8,1,753,Partial,281000
NAmes,SLvl,5,1964,1964,GasA,Y,1152,0,1152,1,3,1,6,1,484,Normal,180500
BrDale,2Story,5,1972,1972,GasA,Y,630,672,1302,2,3,1,6,0,264,Normal,119500
OldTown,2Story,5,1892,1965,GasA,N,1378,994,2372,2,4,2,11,0,432,Normal,107500
NWAmes,2Story,7,1976,1976,GasA,Y,832,832,1664,2,4,1,8,1,528,Normal,162900
Edwards,1Story,5,1955,1990,GasA,Y,864,0,864,1,2,1,5,0,572,Normal,115000
NAmes,1Story,5,1968,1968,GasA,Y,1052,0,1052,1,3,1,5,0,288,Normal,138500
NAmes,1Story,5,1963,1963,GasA,Y,1128,0,1128,2,3,1,6,0,525,Normal,155000
Edwards,SFoyer,6,2005,2006,GasA,Y,1072,0,1072,2,2,1,5,0,525,Partial,140000
Edwards,2Story,10,2008,2008,GasA,Y,4692,950,5642,2,3,1,12,3,1418,Partial,160000
NAmes,1Story,5,1959,1994,GasA,Y,1246,0,1246,1,3,1,6,0,305,Normal,154000
Gilbert,2Story,7,1999,1999,GasA,Y,1005,978,1983,2,3,1,9,1,490,Normal,225000
Crawfor,2Story,6,1942,1950,GasA,Y,753,741,1494,1,3,1,7,2,213,Normal,177500
NoRidge,2Story,8,1994,1994,GasA,Y,1203,1323,2526,2,4,1,8,1,844,Normal,290000
Somerst,1Story,7,2005,2005,GasA,Y,1616,0,1616,2,3,1,7,0,834,Normal,232000
Edwards,2Story,7,2004,2004,GasA,Y,976,732,1708,2,3,1,7,0,380,Normal,130000
NridgHt,1Story,9,2006,2007,GasA,Y,1652,0,1652,2,2,1,6,2,840,Normal,325000
NridgHt,1Story,7,2005,2006,GasA,Y,1368,0,1368,2,2,1,6,1,474,Partial,202500
CollgCr,1Story,5,1994,1995,GasA,Y,990,0,990,1,3,1,5,0,480,Normal,138000
OldTown,1Story,5,1948,2005,GasA,Y,1122,0,1122,1,2,1,6,0,528,Normal,147000
SawyerW,1Story,6,1991,1991,GasA,Y,1294,0,1294,2,3,1,6,0,496,Normal,179200
Crawfor,1Story,7,1959,2002,GasA,Y,1902,0,1902,2,3,1,7,2,567,Normal,335000
CollgCr,1Story,7,2005,2007,GasA,Y,1274,0,1274,2,3,1,6,0,508,Partial,203000
NoRidge,2Story,8,1990,1990,GasA,Y,1453,1357,2810,2,4,1,9,1,750,Normal,302000
NoRidge,2Story,9,1999,1999,GasA,Y,1422,1177,2599,2,4,1,10,1,779,Normal,333168
Edwards,1Story,4,1954,1954,GasA,Y,948,0,948,1,3,1,5,1,280,Normal,119000
NAmes,2Story,6,1969,1969,GasA,Y,1092,1020,2112,2,4,1,9,2,576,Normal,206900
CollgCr,1Story,8,2008,2008,GasA,Y,1630,0,1630,2,3,1,8,1,860,Normal,295493
Somerst,1Story,7,2006,2007,GasA,Y,1352,0,1352,2,2,1,5,1,466,Partial,208900
CollgCr,1Story,8,2001,2002,GasA,Y,1787,0,1787,2,3,1,7,1,748,Normal,275000
Edwards,1Story,4,1954,1954,GasA,Y,948,0,948,1,3,1,5,0,248,Normal,111000
NAmes,1Story,6,1957,1957,GasA,Y,1478,0,1478,1,3,1,6,2,442,Normal,156500
BrkSide,1Story,3,1949,1950,Floor,N,720,0,720,1,2,1,4,0,287,Normal,72500
NoRidge,2Story,7,1992,1992,GasA,Y,1061,862,1923,2,3,1,8,1,564,Normal,190000
BrkSide,1Story,4,1940,1950,GasA,Y,708,0,708,1,2,1,5,0,0,Normal,82500
Somerst,1Story,8,2006,2007,GasA,Y,1795,0,1795,2,2,1,7,1,895,Partial,147000
IDOTRR,1Story,4,1922,1950,GasA,N,796,0,796,1,2,1,5,0,0,Normal,55000
Edwards,1Story,3,1931,2006,GasA,Y,774,0,774,1,3,1,6,0,0,Normal,79000
Mitchel,1Story,5,1982,2008,GasA,Y,816,0,816,1,3,1,5,1,264,Normal,130500
OldTown,1.5Fin,6,1920,1950,GasW,Y,1584,1208,2792,2,5,1,8,2,520,Normal,256000
Gilbert,2Story,7,1998,1998,GasA,Y,955,677,1632,2,3,1,8,1,462,Normal,176500
Somerst,1Story,8,2006,2006,GasA,Y,1588,0,1588,2,3,1,7,1,825,Normal,227000
CollgCr,SLvl,5,1976,1976,GasA,Y,954,0,954,1,3,1,6,0,576,Normal,132500
Edwards,1Story,4,1938,1958,GasA,Y,816,0,816,1,2,1,3,1,288,Normal,100000
IDOTRR,1.5Fin,5,1938,1995,GasA,Y,803,557,1360,1,2,1,6,0,297,Normal,125500
BrDale,2Story,5,1970,1970,GasA,Y,765,600,1365,1,3,1,7,0,440,Normal,125000
NWAmes,1Story,6,1977,1977,GasA,Y,1334,0,1334,2,2,1,6,1,630,Normal,167900
NWAmes,1Story,5,1973,1973,GasA,Y,1656,0,1656,2,4,2,8,0,506,Normal,135000
